,Code plate-forme,Code gare,Code UIC,Date fin validité plateforme,Intitulé plateforme,Code postal,Code Commune,Commune,Code département,Département,Longitude,Latitude,Segment DRG,Niveau de service,RG,TVSs,SOPs,Gare,Intitulé gare,Intitulé fronton de gare,Gare DRG,Gare étrangère,DTG,Région SNCF,Unité gare,UT,Nbre plateformes,TVS,WGS 84,Verification TGV
1954,00073-1,73,87781278,,Agde,34300.0,3.0,Agde,34.0,Hérault,3.466203,43.31728,b,2.0,GARES B LANGUEDOC ROUSSILLON,"""[{""""TVS_Code"""": """"AGD""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Agde"""", """"Alias_Libelle_Fronton"""": """"Agde"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION LANGUEDOC-ROUSSILLON"""", """"UG_Libelle"""": """"UG Est Occitanie"""", """"UT_Libelle"""": """"AGDE GARE""""}""",Agde,Agde,True,False,DRG Occitanie Sud,REGION LANGUEDOC-ROUSSILLON,UG Est Occitanie,AGDE GARE,1,AGD,"43.31728, 3.466203",horaires
2191,01223-1,1223,87586008,,Agen,47000.0,1.0,Agen,47.0,Lot-et-Garonne,0.620932,44.208311,a,2.0,GARE AGEN,"""[{""""TVS_Code"""": """"AGN""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Agen"""", """"Alias_Libelle_Fronton"""": """"Agen"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"AGEN GARE""""}""",Agen,Agen,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,AGEN GARE,1,AGN,"44.208311, 0.620932",wikipedia
2018,00391-1,391,87741769,,Aime - La Plagne,73210.0,6.0,Aime-la-Plagne,73.0,Savoie,6.648646,45.5544,c,1.0,GARES B ALPES,"""[{""""TVS_Code"""": """"ANJ""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Aime - La Plagne"""", """"Alias_Libelle_Fronton"""": """"Aime - La Plagne"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"AIME LA PLAGNE GARE""""}""",Aime - La Plagne,Aime - La Plagne,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,AIME LA PLAGNE GARE,1,ANJ,"45.5544, 6.648646",wikipedia
2662,00291-1,291,87751404,,Aix-en-Provence,13100.0,1.0,Aix-en-Provence,13.0,Bouches-du-Rhône,5.445345,43.522912,b,1.0,GARES B PROV ALPES,"""[{""""TVS_Code"""": """"AXP""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Aix-en-Provence"""", """"Alias_Libelle_Fronton"""": """"Aix-en-Provence"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Régionale PA"""", """"UT_Libelle"""": """"AIX EN PROVENCE GARE""""}""",Aix-en-Provence,Aix-en-Provence,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Régionale PA,AIX EN PROVENCE GARE,1,AXP,"43.522912, 5.445345",wikipedia
3011,02207-1,2207,87319012,,Aix-en-Provence TGV,13592.0,1.0,Aix-en-Provence,13.0,Bouches-du-Rhône,5.317534,43.455237,a,3.0,GARE AIX EN PROVENCE TGV,"""[{""""TVS_Code"""": """"AXV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Aix-en-Provence TGV"""", """"Alias_Libelle_Fronton"""": """"Aix-en-Provence TGV"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG LGV PA"""", """"UT_Libelle"""": """"AIX TGV P GARE PLATEAU D ARBOIS""""}""",Aix-en-Provence TGV,Aix-en-Provence TGV,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG LGV PA,AIX TGV P GARE PLATEAU D ARBOIS,1,AXV,"43.455237, 5.317534",intitulé plateforme
1368,00412-1,412,87741132,,Aix-les-Bains le Revard,73100.0,8.0,Aix-les-Bains,73.0,Savoie,5.909371,45.688161,b,2.0,GARES B ALPES,"""[{""""TVS_Code"""": """"AIX""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Aix-les-Bains le Revard"""", """"Alias_Libelle_Fronton"""": """"Aix-les-Bains le Revard"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"AIX LES BAINS LE REVARD GARE""""}""",Aix-les-Bains le Revard,Aix-les-Bains le Revard,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,AIX LES BAINS LE REVARD GARE,1,AIX,"45.688161, 5.909371",horaires
1362,00395-1,395,87741645,,Albertville,73200.0,11.0,Albertville,73.0,Savoie,6.383167,45.672977,b,1.0,GARES B ALPES,"""[{""""TVS_Code"""": """"ALV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Albertville"""", """"Alias_Libelle_Fronton"""": """"Albertville"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"ALBERTVILLE GARE""""}""",Albertville,Albertville,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,ALBERTVILLE GARE,1,ALV,"45.672977, 6.383167",wikipedia
963,01625-1,1625,87481192,,Ancenis,44150.0,3.0,Ancenis-Saint-Géréon,44.0,Loire-Atlantique,-1.177763,47.369334,b,2.0,GARES B PAYS DE LA LOIRE,"""[{""""TVS_Code"""": """"ANC""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Ancenis"""", """"Alias_Libelle_Fronton"""": """"Ancenis"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"ANCENIS GARE""""}""",Ancenis,Ancenis,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,ANCENIS GARE,1,ANC,"47.369334, -1.177763",wikipedia
2897,01586-1,1586,87484006,,Angers Saint-Laud,49100.0,7.0,Angers,49.0,Maine-et-Loire,-0.55682,47.464647,a,3.0,GARE ANGERS ST LAUD,"""[{""""TVS_Code"""": """"ASL""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Angers Saint-Laud"""", """"Alias_Libelle_Fronton"""": """"Angers Saint-Laud"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION PAYS DE LA LOIRE"""", """"UG_Libelle"""": """"UG Pays de la Loire"""", """"UT_Libelle"""": """"ANGERS ST LAUD GARE""""}""",Angers Saint-Laud,Angers Saint-Laud,True,False,DRG B-CVL-PDL,REGION PAYS DE LA LOIRE,UG Pays de la Loire,ANGERS ST LAUD GARE,1,ASL,"47.464647, -0.55682",horaires
2839,01256-1,1256,87583005,,Angoulême,16022.0,15.0,Angoulême,16.0,Charente,0.164608,45.653572,a,2.0,GARE ANGOULEME,"""[{""""TVS_Code"""": """"ANG""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Angoulême"""", """"Alias_Libelle_Fronton"""": """"Angoulême"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Poitou-Charentes"""", """"UT_Libelle"""": """"ANGOULEME P GARE""""}""",Angoulême,Angoulême,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Poitou-Charentes,ANGOULEME P GARE,1,ANG,"45.653572, 0.164608",horaires
58,00357-1,357,87746008,,Annecy,74000.0,10.0,Annecy,74.0,Haute-Savoie,6.121835,45.901965,a,2.0,GARE ANNECY,"""[{""""TVS_Code"""": """"ANY""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Annecy"""", """"Alias_Libelle_Fronton"""": """"Annecy"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"ANNECY GARE""""}""",Annecy,Annecy,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,ANNECY GARE,1,ANY,"45.901965, 6.121835",horaires
697,00364-1,364,87745497,,Annemasse,74100.0,12.0,Annemasse,74.0,Haute-Savoie,6.23652,46.199222,b,2.0,GARES B ALPES,"""[{""""TVS_Code"""": """"ANE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Annemasse"""", """"Alias_Libelle_Fronton"""": """"Annemasse"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"ANNEMASSE P GARE""""}""",Annemasse,Annemasse,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,ANNEMASSE P GARE,1,ANE,"46.199222, 6.23652",wikipedia
1321,00189-1,189,87757674,,Antibes,6600.0,4.0,Antibes,6.0,Alpes-Maritimes,7.119498,43.585784,a,2.0,GARE ANTIBES,"""[{""""TVS_Code"""": """"ATB""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Antibes"""", """"Alias_Libelle_Fronton"""": """"Antibes"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Côte d'Azur"""", """"UT_Libelle"""": """"ANTIBES GARE""""}""",Antibes,Antibes,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Côte d'Azur,ANTIBES GARE,1,ATB,"43.585784, 7.119498",horaires
2207,01273-1,1273,87582668,,Arcachon,33120.0,9.0,Arcachon,33.0,Gironde,-1.16523,44.659009,b,2.0,GARES B AQUITAINE,"""[{""""TVS_Code"""": """"ARC""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Arcachon"""", """"Alias_Libelle_Fronton"""": """"Arcachon"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"ARCACHON GARE""""}""",Arcachon,Arcachon,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,ARCACHON GARE,1,ARC,"44.659009, -1.16523",wikipedia
1341,00257-1,257,87753657,,Arles,13200.0,4.0,Arles,13.0,Bouches-du-Rhône,4.63203,43.684853,b,2.0,GARES B PROV ALPES,"""[{""""TVS_Code"""": """"ARS""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Arles"""", """"Alias_Libelle_Fronton"""": """"Arles"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Régionale PA"""", """"UT_Libelle"""": """"ARLES GARE""""}""",Arles,Arles,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Régionale PA,ARLES GARE,1,ARS,"43.684853, 4.63203",wikipedia
3006,02189-1,2189,87342014,,Arras,62000.0,41.0,Arras,62.0,Pas-de-Calais,2.781942,50.286673,a,2.0,GARE ARRAS,"""[{""""TVS_Code"""": """"ARR""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Arras"""", """"Alias_Libelle_Fronton"""": """"Arras"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"ARRAS P GARE""""}""",Arras,Arras,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,ARRAS P GARE,1,ARR,"50.286673, 2.781942",horaires
2293,01682-1,1682,87476200,,Auray,56400.0,7.0,Auray,56.0,Morbihan,-2.999995,47.68022,a,2.0,GARE AURAY,"""[{""""TVS_Code"""": """"ARY""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Auray"""", """"Alias_Libelle_Fronton"""": """"Auray"""", """"AgenceGC_Libelle"""": """"DRG B-CVL-PDL"""", """"RegionSNCF_Libelle"""": """"REGION BRETAGNE"""", """"UG_Libelle"""": """"UG Bretagne"""", """"UT_Libelle"""": """"AURAY""""}""",Auray,Auray,True,False,DRG B-CVL-PDL,REGION BRETAGNE,UG Bretagne,AURAY,1,ARY,"47.68022, -2.999995",horaires
2636,00146-1,146,87765008,,Avignon Centre,84000.0,7.0,Avignon,84.0,Vaucluse,4.805281,43.9419,b,2.0,GARES B PROV ALPES,"""[{""""TVS_Code"""": """"AVI""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Avignon Centre"""", """"Alias_Libelle_Fronton"""": """"Avignon Centre"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG Régionale PA"""", """"UT_Libelle"""": """"AVIGNON GARE""""}""",Avignon Centre,Avignon Centre,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG Régionale PA,AVIGNON GARE,1,AVI,"43.9419, 4.805281",wikipedia
424,02208-2,2208,87981902,,Avignon TGV terminal TER,84000.0,7.0,Avignon,84.0,Vaucluse,4.786079,43.921586,c,,GARES C PROV ALPES,,,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 2, """"Alias_Libelle_NonContraint"""": """"Avignon TGV"""", """"Alias_Libelle_Fronton"""": """"Avignon TGV"""", """"AgenceGC_Libelle"""": """"DRG Occitanie Sud"""", """"RegionSNCF_Libelle"""": """"REGION PROVENCE ALPES COTE D'AZUR"""", """"UG_Libelle"""": """"UG LGV PA"""", """"UT_Libelle"""": """"AVIGNON TGV""""}""",Avignon TGV,Avignon TGV,True,False,DRG Occitanie Sud,REGION PROVENCE ALPES COTE D'AZUR,UG LGV PA,AVIGNON TGV,2,,"43.921586, 4.786079",intitulé plateforme
3081,02541-1,2541,87271494,,Aéroport Charles de Gaulle 2 TGV,95716.0,527.0,Roissy-en-France,95.0,Val-d'Oise,2.570892,49.003652,a,3.0,GARE AEROPORT CDG 2 TGV,"""[{""""TVS_Code"""": """"RYT""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 2, """"Alias_Libelle_NonContraint"""": """"Aéroport Charles de Gaulle 2 TGV"""", """"Alias_Libelle_Fronton"""": """"Aéroport Charles de Gaulle 2 TGV"""", """"AgenceGC_Libelle"""": """"ETAB GARES PARIS"""", """"RegionSNCF_Libelle"""": """"REGION DE PARIS-NORD"""", """"UG_Libelle"""": """"UG Paris Gare du Nord et CDG2"""", """"UT_Libelle"""": """"AEROPORT CHARLES DE GAULLE 2 TGV P GARE""""}""",Aéroport Charles de Gaulle 2 TGV,Aéroport Charles de Gaulle 2 TGV,True,False,ETAB GARES PARIS,REGION DE PARIS-NORD,UG Paris Gare du Nord et CDG2,AEROPORT CHARLES DE GAULLE 2 TGV P GARE,2,RYT,"49.003652, 2.570892",intitulé plateforme
2524,02838-1,2838,87175042,,Bar-le-Duc,55000.0,29.0,Bar-le-Duc,55.0,Meuse,5.166822,48.773308,b,2.0,GARES B LORRAINE,"""[{""""TVS_Code"""": """"BLD""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bar-le-Duc"""", """"Alias_Libelle_Fronton"""": """"Bar-le-Duc"""", """"AgenceGC_Libelle"""": """"DRG Grand Est"""", """"RegionSNCF_Libelle"""": """"REGION LORRAINE"""", """"UG_Libelle"""": """"UG Lorraine"""", """"UT_Libelle"""": """"BAR LE DUC GARE""""}""",Bar-le-Duc,Bar-le-Duc,True,False,DRG Grand Est,REGION LORRAINE,UG Lorraine,BAR LE DUC GARE,1,BLD,"48.773308, 5.166822",horaires
162,00870-1,870,87673004,,Bayonne,64100.0,102.0,Bayonne,64.0,Pyrénées-Atlantiques,-1.470306,43.496801,a,2.0,GARE BAYONNE,"""[{""""TVS_Code"""": """"BYE""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bayonne"""", """"Alias_Libelle_Fronton"""": """"Bayonne"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"BAYONNE GARE""""}""",Bayonne,Bayonne,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,BAYONNE GARE,1,BYE,"43.496801, -1.470306",horaires
123,00658-1,658,87713545,,Beaune,21200.0,54.0,Beaune,21.0,Côte-d'Or,4.848379,47.023053,b,2.0,GARES B BOURGOGNE,"""[{""""TVS_Code"""": """"BEA""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Beaune"""", """"Alias_Libelle_Fronton"""": """"Beaune"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Bourgogne"""", """"UT_Libelle"""": """"BEAUNE GARE""""}""",Beaune,Beaune,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Bourgogne,BEAUNE GARE,1,BEA,"47.023053, 4.848379",wikipedia
451,02319-1,2319,87300822,,Belfort - Montbéliard TGV,90400.0,68.0,Meroux-Moval,90.0,Territoire de Belfort,6.897687,47.585937,a,2.0,GARE BELFORT MONTBELIARD TGV,"""[{""""TVS_Code"""": """"BFB""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Belfort - Montbéliard TGV"""", """"Alias_Libelle_Fronton"""": """"Belfort - Montbéliard TGV"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION LORRAINE"""", """"UG_Libelle"""": """"UG Franche-Comté"""", """"UT_Libelle"""": """"BELFORT - MONTBELIARD TGV P GARE""""}""",Belfort - Montbéliard TGV,Belfort - Montbéliard TGV,True,False,DRG AURA-BFC,REGION LORRAINE,UG Franche-Comté,BELFORT - MONTBELIARD TGV P GARE,1,BFB,"47.585937, 6.897687",intitulé plateforme
2679,00368-1,368,87745000,,Bellegarde,1200.0,33.0,Valserhône,1.0,Ain,5.823483,46.109425,a,2.0,GARES B ALPES,"""[{""""TVS_Code"""": """"BGD""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bellegarde"""", """"Alias_Libelle_Fronton"""": """"Bellegarde"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION ALPES"""", """"UG_Libelle"""": """"UG Alpes"""", """"UT_Libelle"""": """"BELLEGARDE (AIN) GARE""""}""",Bellegarde,Bellegarde,True,False,DRG AURA-BFC,REGION ALPES,UG Alpes,BELLEGARDE (AIN) GARE,1,BGD,"46.109425, 5.823483",wikipedia
1099,02318-1,2318,87300863,,Besançon Franche-Comté TGV,25870.0,35.0,Auxons,25.0,Doubs,5.953195095062256,47.307361058531725,a,2.0,GARE BESANCON TGV,"""[{""""TVS_Code"""": """"BFC""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Besançon Franche-Comté TGV"""", """"Alias_Libelle_Fronton"""": """"Besançon Franche-Comté TGV"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION LORRAINE"""", """"UG_Libelle"""": """"UG Franche-Comté"""", """"UT_Libelle"""": """"BESANCON FRANCHE-COMTE TGV P GARE""""}""",Besançon Franche-Comté TGV,Besançon Franche-Comté TGV,True,False,DRG AURA-BFC,REGION LORRAINE,UG Franche-Comté,BESANCON FRANCHE-COMTE TGV P GARE,1,BFC,"47.307361058531725, 5.953195095062256",intitulé plateforme
2725,00630-1,630,87718007,,Besançon Viotte,25000.0,56.0,Besançon,25.0,Doubs,6.022003,47.247019,a,2.0,GARE BESANCON VIOTTE,"""[{""""TVS_Code"""": """"BNV""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Besançon Viotte"""", """"Alias_Libelle_Fronton"""": """"Besançon Viotte"""", """"AgenceGC_Libelle"""": """"DRG AURA-BFC"""", """"RegionSNCF_Libelle"""": """"REGION BOURGOGNE FRANCHE-COMTE"""", """"UG_Libelle"""": """"UG Franche-Comté"""", """"UT_Libelle"""": """"BESANCON VIOTTE GARE""""}""",Besançon Viotte,Besançon Viotte,True,False,DRG AURA-BFC,REGION BOURGOGNE FRANCHE-COMTE,UG Franche-Comté,BESANCON VIOTTE GARE,1,BNV,"47.247019, 6.022003",horaires
797,00860-1,860,87673400,,Biarritz,64200.0,122.0,Biarritz,64.0,Pyrénées-Atlantiques,-1.545915,43.459397,a,2.0,GARE BIARRITZ,"""[{""""TVS_Code"""": """"BIZ""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Biarritz"""", """"Alias_Libelle_Fronton"""": """"Biarritz"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"BIARRITZ GARE""""}""",Biarritz,Biarritz,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,BIARRITZ GARE,1,BIZ,"43.459397, -1.545915",horaires
1539,01280-1,1280,87582478,,Biganos Facture,33380.0,51.0,Biganos,33.0,Gironde,-0.96621,44.637384,b,2.0,GARES B AQUITAINE,"""[{""""TVS_Code"""": """"FAT""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Biganos Facture"""", """"Alias_Libelle_Fronton"""": """"Biganos Facture"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Aquitaine"""", """"UT_Libelle"""": """"FACTURE GARE""""}""",Biganos Facture,Biganos Facture,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Aquitaine,FACTURE GARE,1,FAT,"44.637384, -0.96621",wikipedia
247,01303-1,1303,87581009,,Bordeaux Saint-Jean,33800.0,63.0,Bordeaux,33.0,Gironde,-0.556697,44.825873,a,3.0,GARE BORDEAUX ST JEAN,"""[{""""TVS_Code"""": """"BXJ""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Bordeaux Saint-Jean"""", """"Alias_Libelle_Fronton"""": """"Bordeaux Saint-Jean"""", """"AgenceGC_Libelle"""": """"DRG Nlle Aquitaine"""", """"RegionSNCF_Libelle"""": """"REGION POITOU-CHARENTES AQUITAINE"""", """"UG_Libelle"""": """"UG Bordeaux Métropole"""", """"UT_Libelle"""": """"BORDEAUX ST JEAN GARE""""}""",Bordeaux Saint-Jean,Bordeaux Saint-Jean,True,False,DRG Nlle Aquitaine,REGION POITOU-CHARENTES AQUITAINE,UG Bordeaux Métropole,BORDEAUX ST JEAN GARE,1,BXJ,"44.825873, -0.556697",horaires
1745,02210-1,2210,87317586,,Boulogne-sur-Mer,62200.0,160.0,Boulogne-sur-Mer,62.0,Pas-de-Calais,1.60964,50.7157,b,2.0,GARES B NORD PAS DE CALAIS,"""[{""""TVS_Code"""": """"BEM""""}]""",,"""{""""DRG_ON"""": true, """"Etrangere_ON"""": false, """"NbPltf"""": 1, """"Alias_Libelle_NonContraint"""": """"Boulogne-sur-Mer"""", """"Alias_Libelle_Fronton"""": """"Boulogne"""", """"AgenceGC_Libelle"""": """"DRG HDF-Normandie"""", """"RegionSNCF_Libelle"""": """"REGION NORD PAS DE CALAIS"""", """"UG_Libelle"""": """"UG Nord Pas de Calais"""", """"UT_Libelle"""": """"BOULOGNE VILLE GARE""""}""",Boulogne-sur-Mer,Boulogne,True,False,DRG HDF-Normandie,REGION NORD PAS DE CALAIS,UG Nord Pas de Calais,BOULOGNE VILLE GARE,1,BEM,"50.7157, 1.60964",horaires
